month,state,criminal justice,health,healthcare,immigrants,rent
2021-08,CA,63,79,52,13.0,91
2021-09,CA,75,84,53,25.0,90
2021-10,CA,71,78,49,23.0,86
2021-11,CA,68,77,47,20.0,84
2021-12,CA,66,76,46,14.0,76
2022-01,CA,67,98,59,17.0,86
2022-02,CA,81,88,58,20.0,90
2022-03,CA,84,86,54,20.0,92
2022-04,CA,91,82,53,25.0,87
2022-05,CA,90,83,52,23.0,84
2022-06,CA,58,83,50,17.0,85
2022-07,CA,58,78,54,16.0,89
2022-08,CA,83,81,58,16.0,82
2022-09,CA,98,82,53,31.0,73
2022-10,CA,91,82,55,26.0,68
2022-11,CA,75,78,51,22.0,68
2022-12,CA,69,72,48,21.0,59
2023-01,CA,71,81,54,21.0,72
2023-02,CA,74,83,55,22.0,67
2023-03,CA,75,85,58,22.0,68
2023-04,CA,79,82,54,20.0,72
2023-05,CA,79,86,58,29.0,74
2023-06,CA,60,83,51,20.0,78
2023-07,CA,50,76,50,16.0,80
2023-08,CA,73,80,53,15.0,74
2023-09,CA,82,84,54,27.0,64
2023-10,CA,82,86,58,28.0,61
2023-11,CA,77,80,55,25.0,59
2023-12,CA,64,74,52,25.0,59
2024-01,CA,70,86,62,31.0,62
2024-02,CA,76,87,60,33.0,59
2024-03,CA,79,85,62,36.0,62
2024-04,CA,84,85,62,25.0,65
2024-05,CA,85,84,58,27.0,64
2024-06,CA,57,80,56,22.0,66
2024-07,CA,54,83,57,22.0,66
2024-08,CA,75,81,58,32.0,67
2024-09,CA,83,82,56,57.0,60
2024-10,CA,88,87,61,45.0,56
2024-11,CA,77,84,58,60.0,54
2024-12,CA,68,84,100,28.0,53
2025-01,CA,73,90,61,62.0,62
2025-02,CA,80,92,62,77.0,60
2025-03,CA,77,91,59,39.0,61
2025-04,CA,75,91,64,37.0,61
2025-05,CA,79,90,62,39.0,61
2015-01,CO,88,64,45,16.0,82
2015-02,CO,86,63,45,18.0,78
2015-03,CO,85,60,46,16.0,88
2015-04,CO,90,62,45,16.0,85
2015-05,CO,78,53,40,19.0,89
2015-06,CO,75,59,49,12.0,88
2015-07,CO,72,61,48,16.0,89
2015-08,CO,76,62,46,18.0,79
2015-09,CO,99,63,46,28.0,73
2015-10,CO,100,65,51,28.0,64
2015-11,CO,86,66,50,31.0,60
2015-12,CO,76,65,46,24.0,62
2016-01,CO,81,63,43,19.0,83
2016-02,CO,87,65,43,24.0,82
2016-03,CO,80,61,42,25.0,91
2016-04,CO,95,63,41,23.0,96
2016-05,CO,75,57,39,23.0,95
2016-06,CO,60,58,41,16.0,90
2016-07,CO,71,53,39,16.0,95
2016-08,CO,79,61,45,12.0,80
2016-09,CO,85,59,40,25.0,74
2016-10,CO,77,61,46,29.0,69
2016-11,CO,73,62,46,48.0,64
2016-12,CO,66,58,44,24.0,64
2017-01,CO,76,66,47,39.0,77
2017-02,CO,78,65,49,100.0,84
2017-03,CO,72,64,58,38.0,88
2017-04,CO,72,64,44,28.0,93
2017-05,CO,74,64,52,23.0,90
2017-06,CO,70,61,49,13.0,95
2017-07,CO,53,56,52,16.0,95
2017-08,CO,70,65,45,14.0,82
2017-09,CO,80,61,41,28.0,75
2017-10,CO,84,64,45,24.0,70
2017-11,CO,74,68,45,24.0,72
2017-12,CO,69,61,39,21.0,62
2018-01,CO,84,68,45,29.0,77
2018-02,CO,74,67,44,30.0,79
2018-03,CO,76,67,41,22.0,85
2018-04,CO,74,70,40,24.0,89
2018-05,CO,73,61,39,26.0,86
2018-06,CO,58,60,37,46.0,95
2018-07,CO,59,64,41,23.0,91
2018-08,CO,80,65,41,17.0,84
2018-09,CO,87,61,35,22.0,74
2018-10,CO,79,65,37,39.0,69
2018-11,CO,69,64,39,41.0,67
2018-12,CO,80,60,35,31.0,63
2019-01,CO,84,69,41,37.0,85
2019-02,CO,90,69,42,29.0,80
2019-03,CO,73,67,38,23.0,84
2019-04,CO,75,70,41,28.0,87
2019-05,CO,74,64,36,23.0,88
2019-06,CO,59,63,35,25.0,94
2019-07,CO,56,66,39,30.0,90
2019-08,CO,81,65,37,22.0,84
2019-09,CO,83,65,35,21.0,75
2019-10,CO,85,73,42,24.0,65
2019-11,CO,75,68,36,22.0,66
2019-12,CO,75,66,36,22.0,62
2020-01,CO,84,74,37,18.0,83
2020-02,CO,89,75,41,21.0,79
2020-03,CO,70,97,45,16.0,75
2020-04,CO,67,78,55,22.0,72
2020-05,CO,67,70,35,16.0,83
2020-06,CO,73,73,39,14.0,97
2020-07,CO,62,80,35,13.0,97
2020-08,CO,62,72,33,14.0,79
2020-09,CO,90,76,35,22.0,73
2020-10,CO,77,81,38,21.0,70
2020-11,CO,60,80,37,16.0,62
2020-12,CO,58,73,37,12.0,69
2021-01,CO,57,91,44,16.0,84
2021-02,CO,73,100,40,20.0,83
2021-03,CO,59,94,39,27.0,89
2021-04,CO,59,87,42,19.0,97
2021-05,CO,55,77,37,15.0,98
2021-06,CO,51,69,39,9.0,100
2021-07,CO,50,68,35,11.0,97
2021-08,CO,57,78,38,15.0,91
2021-09,CO,68,84,39,19.0,82
2021-10,CO,64,80,41,21.0,78
2021-11,CO,58,86,40,18.0,77
2021-12,CO,54,78,39,12.0,70
2022-01,CO,56,92,49,13.0,84
2022-02,CO,57,84,46,17.0,85
2022-03,CO,62,81,47,13.0,92
2022-04,CO,72,79,44,23.0,86
2022-05,CO,59,78,46,20.0,84
2022-06,CO,44,77,42,12.0,87
2022-07,CO,47,73,46,11.0,93
2022-08,CO,57,80,43,14.0,85
2022-09,CO,78,78,41,34.0,70
2022-10,CO,65,82,42,22.0,72
2022-11,CO,61,82,40,22.0,62
2022-12,CO,58,75,39,26.0,61
2023-01,CO,63,81,41,20.0,72
2023-02,CO,67,78,45,20.0,77
2023-03,CO,65,86,44,18.0,79
2023-04,CO,61,82,42,17.0,76
2023-05,CO,53,78,43,28.0,82
2023-06,CO,46,83,44,15.0,85
2023-07,CO,47,77,44,12.0,80
2023-08,CO,54,80,48,13.0,75
2023-09,CO,68,77,45,28.0,66
2023-10,CO,74,82,44,28.0,62
2023-11,CO,60,79,49,23.0,61
2023-12,CO,47,75,44,31.0,61
2024-01,CO,64,85,56,41.0,69
2024-02,CO,78,83,56,44.0,66
2024-03,CO,63,80,52,40.0,69
2024-04,CO,65,80,51,26.0,73
2024-05,CO,65,76,50,23.0,73
2024-06,CO,48,72,44,23.0,77
2024-07,CO,48,76,45,22.0,72
2024-08,CO,63,78,46,33.0,67
2024-09,CO,75,86,46,67.0,62
2024-10,CO,78,81,50,50.0,59
2024-11,CO,60,83,51,60.0,55
2024-12,CO,51,83,100,29.0,55
2025-01,CO,78,86,58,63.0,62
2025-02,CO,78,91,58,74.0,66
2025-03,CO,59,82,55,37.0,69
2025-04,CO,63,83,52,45.0,68
2025-05,CO,68,81,57,38.0,71
2015-01,CT,79,74,38,25.0,62
2015-02,CT,84,76,40,24.0,57
2015-03,CT,92,75,39,25.0,62
2015-04,CT,84,76,41,28.0,61
2015-05,CT,87,71,37,23.0,65
2015-06,CT,75,71,44,21.0,68
2015-07,CT,58,69,42,23.0,76
2015-08,CT,69,71,40,22.0,72
2015-09,CT,85,73,42,38.0,57
2015-10,CT,100,74,44,41.0,49
2015-11,CT,70,75,40,45.0,50
2015-12,CT,74,69,37,39.0,48
2016-01,CT,76,71,37,28.0,75
2016-02,CT,74,74,36,34.0,73
2016-03,CT,81,70,37,36.0,80
2016-04,CT,86,71,36,32.0,85
2016-05,CT,64,66,34,35.0,83
2016-06,CT,59,68,36,30.0,83
2016-07,CT,62,63,34,16.0,88
2016-08,CT,65,68,36,15.0,82
2016-09,CT,88,70,36,36.0,73
2016-10,CT,79,67,35,43.0,66
2016-11,CT,75,68,38,66.0,59
2016-12,CT,71,62,33,37.0,59
2017-01,CT,71,81,38,62.0,76
2017-02,CT,67,73,37,100.0,74
2017-03,CT,77,75,45,59.0,78
2017-04,CT,69,71,39,37.0,81
2017-05,CT,69,69,44,37.0,80
2017-06,CT,59,69,44,25.0,88
2017-07,CT,42,70,43,18.0,89
2017-08,CT,54,71,38,20.0,81
2017-09,CT,81,73,40,35.0,70
2017-10,CT,88,75,46,36.0,68
2017-11,CT,71,78,42,36.0,61
2017-12,CT,69,66,35,29.0,58
2018-01,CT,78,77,40,44.0,75
2018-02,CT,66,75,41,38.0,76
2018-03,CT,73,70,37,31.0,74
2018-04,CT,87,75,40,32.0,80
2018-05,CT,65,70,37,33.0,75
2018-06,CT,59,72,39,57.0,83
2018-07,CT,58,66,40,30.0,86
2018-08,CT,65,75,40,20.0,86
2018-09,CT,85,71,41,31.0,70
2018-10,CT,80,78,41,50.0,67
2018-11,CT,64,73,38,47.0,61
2018-12,CT,70,66,37,41.0,60
2019-01,CT,73,78,44,48.0,86
2019-02,CT,71,80,44,40.0,76
2019-03,CT,72,74,41,37.0,79
2019-04,CT,78,78,40,40.0,78
2019-05,CT,61,72,38,36.0,83
2019-06,CT,49,69,40,34.0,85
2019-07,CT,56,74,39,33.0,90
2019-08,CT,62,77,42,23.0,86
2019-09,CT,83,73,38,30.0,73
2019-10,CT,93,80,41,31.0,71
2019-11,CT,75,72,42,29.0,64
2019-12,CT,58,68,35,26.0,64
2020-01,CT,77,80,41,28.0,79
2020-02,CT,88,80,41,34.0,76
2020-03,CT,58,85,47,25.0,63
2020-04,CT,68,72,56,25.0,64
2020-05,CT,68,66,47,22.0,78
2020-06,CT,70,72,39,26.0,91
2020-07,CT,57,78,42,18.0,96
2020-08,CT,67,74,40,17.0,88
2020-09,CT,79,79,44,24.0,75
2020-10,CT,82,91,48,23.0,76
2020-11,CT,64,83,52,21.0,65
2020-12,CT,62,78,51,18.0,64
2021-01,CT,67,93,64,23.0,80
2021-02,CT,74,95,58,25.0,83
2021-03,CT,65,99,76,34.0,91
2021-04,CT,60,93,63,25.0,93
2021-05,CT,59,74,44,17.0,99
2021-06,CT,39,73,44,12.0,98
2021-07,CT,42,71,51,14.0,100
2021-08,CT,48,84,56,19.0,100
2021-09,CT,86,89,56,24.0,89
2021-10,CT,60,83,51,30.0,83
2021-11,CT,56,84,50,26.0,81
2021-12,CT,55,91,62,18.0,73
2022-01,CT,70,93,61,21.0,80
2022-02,CT,87,86,52,23.0,89
2022-03,CT,71,87,60,25.0,91
2022-04,CT,67,84,58,31.0,87
2022-05,CT,67,83,55,28.0,83
2022-06,CT,44,79,58,18.0,86
2022-07,CT,54,77,53,16.0,90
2022-08,CT,52,87,63,15.0,89
2022-09,CT,78,85,57,47.0,76
2022-10,CT,76,84,53,35.0,69
2022-11,CT,61,81,50,29.0,61
2022-12,CT,65,78,45,27.0,59
2023-01,CT,78,87,53,34.0,70
2023-02,CT,72,90,55,31.0,77
2023-03,CT,61,85,60,26.0,75
2023-04,CT,60,83,52,26.0,77
2023-05,CT,60,87,58,43.0,73
2023-06,CT,50,80,62,22.0,76
2023-07,CT,50,78,61,17.0,84
2023-08,CT,56,88,66,21.0,78
2023-09,CT,82,86,55,36.0,71
2023-10,CT,73,86,55,34.0,62
2023-11,CT,68,89,57,29.0,59
2023-12,CT,55,79,52,37.0,59
2024-01,CT,67,88,61,43.0,65
2024-02,CT,68,88,64,54.0,64
2024-03,CT,63,89,59,47.0,65
2024-04,CT,64,88,59,37.0,65
2024-05,CT,64,87,59,30.0,66
2024-06,CT,48,82,57,31.0,70
2024-07,CT,43,85,59,29.0,73
2024-08,CT,56,86,60,36.0,71
2024-09,CT,74,88,60,74.0,60
2024-10,CT,79,91,61,60.0,53
2024-11,CT,69,89,51,76.0,56
2024-12,CT,65,90,100,38.0,53
2025-01,CT,74,99,67,89.0,64
2025-02,CT,68,100,58,69.0,63
2025-03,CT,68,99,67,47.0,67
2025-04,CT,77,98,62,52.0,66
2025-05,CT,67,90,61,45.0,73
2015-01,DC,35,59,32,14.0,68
2015-02,DC,33,61,31,16.0,65
2015-03,DC,39,60,31,14.0,74
2015-04,DC,38,55,28,19.0,73
2015-05,DC,28,51,27,13.0,79
2015-06,DC,31,55,30,13.0,85
2015-07,DC,38,55,28,17.0,92
2015-08,DC,32,54,27,14.0,93
2015-09,DC,38,58,30,22.0,83
2015-10,DC,40,59,30,18.0,77
2015-11,DC,43,56,30,21.0,70
2015-12,DC,33,56,29,14.0,71
2016-01,DC,44,60,29,19.0,76
2016-02,DC,50,64,30,23.0,76
2016-03,DC,48,60,29,26.0,80
2016-04,DC,46,59,29,22.0,79
2016-05,DC,39,55,27,19.0,78
2016-06,DC,42,57,28,19.0,85
2016-07,DC,45,53,24,22.0,82
2016-08,DC,44,56,27,17.0,80
2016-09,DC,44,58,28,19.0,71
2016-10,DC,39,54,28,24.0,64
2016-11,DC,39,58,32,39.0,61
2016-12,DC,30,51,26,18.0,60
2017-01,DC,41,61,32,43.0,75
2017-02,DC,37,59,31,100.0,73
2017-03,DC,43,71,47,48.0,70
2017-04,DC,43,59,30,24.0,75
2017-05,DC,35,58,39,22.0,78
2017-06,DC,34,58,37,14.0,79
2017-07,DC,37,61,46,16.0,77
2017-08,DC,29,61,31,16.0,72
2017-09,DC,39,57,33,24.0,63
2017-10,DC,41,59,33,23.0,63
2017-11,DC,46,74,38,24.0,61
2017-12,DC,37,72,38,32.0,59
2018-01,DC,57,81,45,47.0,85
2018-02,DC,50,85,45,46.0,67
2018-03,DC,49,83,40,34.0,65
2018-04,DC,62,82,42,39.0,69
2018-05,DC,63,79,41,40.0,75
2018-06,DC,47,77,41,70.0,67
2018-07,DC,48,79,43,48.0,75
2018-08,DC,49,81,46,34.0,71
2018-09,DC,59,83,44,29.0,64
2018-10,DC,63,93,53,49.0,61
2018-11,DC,80,89,53,42.0,62
2018-12,DC,100,77,47,34.0,63
2019-01,DC,62,91,57,44.0,80
2019-02,DC,78,89,52,40.0,74
2019-03,DC,64,89,52,34.0,66
2019-04,DC,66,84,43,37.0,70
2019-05,DC,58,78,39,33.0,72
2019-06,DC,52,82,44,43.0,82
2019-07,DC,44,83,36,45.0,78
2019-08,DC,63,77,41,36.0,75
2019-09,DC,62,83,41,28.0,76
2019-10,DC,61,85,43,32.0,59
2019-11,DC,58,83,47,32.0,67
2019-12,DC,46,75,38,27.0,66
2020-01,DC,68,89,44,27.0,73
2020-02,DC,66,87,46,32.0,70
2020-03,DC,44,100,52,26.0,67
2020-04,DC,44,87,56,32.0,69
2020-05,DC,51,72,47,29.0,81
2020-06,DC,71,73,41,26.0,92
2020-07,DC,46,78,50,23.0,93
2020-08,DC,43,73,43,17.0,93
2020-09,DC,44,70,48,24.0,83
2020-10,DC,48,74,45,24.0,81
2020-11,DC,42,69,48,16.0,80
2020-12,DC,29,68,46,27.0,81
2021-01,DC,46,69,42,12.0,82
2021-02,DC,58,73,47,28.0,81
2021-03,DC,59,76,50,33.0,83
2021-04,DC,42,78,47,28.0,95
2021-05,DC,54,65,41,19.0,95
2021-06,DC,41,70,42,20.0,92
2021-07,DC,36,71,42,21.0,88
2021-08,DC,50,76,42,18.0,94
2021-09,DC,54,79,49,35.0,79
2021-10,DC,50,75,41,30.0,75
2021-11,DC,44,68,36,21.0,69
2021-12,DC,30,80,38,15.0,65
2022-01,DC,35,82,47,25.0,84
2022-02,DC,39,78,45,24.0,80
2022-03,DC,54,82,46,24.0,79
2022-04,DC,55,92,45,35.0,77
2022-05,DC,36,84,43,29.0,84
2022-06,DC,29,83,46,22.0,82
2022-07,DC,30,80,47,30.0,88
2022-08,DC,32,89,52,22.0,82
2022-09,DC,54,86,48,41.0,72
2022-10,DC,57,85,42,24.0,69
2022-11,DC,55,84,45,33.0,63
2022-12,DC,41,71,38,33.0,63
2023-01,DC,43,87,47,25.0,71
2023-02,DC,51,91,49,25.0,69
2023-03,DC,52,93,47,28.0,71
2023-04,DC,41,78,43,28.0,78
2023-05,DC,35,81,40,29.0,78
2023-06,DC,39,81,43,29.0,76
2023-07,DC,35,74,43,27.0,83
2023-08,DC,43,84,48,20.0,81
2023-09,DC,44,85,50,31.0,64
2023-10,DC,50,88,52,31.0,59
2023-11,DC,41,80,49,29.0,59
2023-12,DC,42,69,46,29.0,61
2024-01,DC,48,83,48,33.0,61
2024-02,DC,49,87,50,43.0,63
2024-03,DC,41,82,50,44.0,67
2024-04,DC,53,88,53,39.0,74
2024-05,DC,42,79,47,30.0,68
2024-06,DC,24,79,43,36.0,73
2024-07,DC,44,72,45,31.0,71
2024-08,DC,44,78,48,36.0,68
2024-09,DC,45,83,49,62.0,61
2024-10,DC,48,88,53,55.0,56
2024-11,DC,43,73,47,58.0,54
2024-12,DC,29,88,100,36.0,57
2025-01,DC,38,88,48,76.0,71
2025-02,DC,33,92,52,75.0,77
2025-03,DC,49,89,49,42.0,71
2025-04,DC,46,87,51,43.0,87
2025-05,DC,34,80,51,40.0,100
2015-01,DE,55,75,60,20.0,61
2015-02,DE,69,74,60,25.0,64
2015-03,DE,66,72,58,26.0,62
2015-04,DE,88,80,54,33.0,64
2015-05,DE,59,69,48,18.0,69
2015-06,DE,0,68,54,19.0,73
2015-07,DE,36,60,58,24.0,71
2015-08,DE,71,63,55,0.0,72
2015-09,DE,100,74,49,36.0,65
2015-10,DE,88,79,58,36.0,59
2015-11,DE,94,74,52,50.0,51
2015-12,DE,59,64,49,38.0,49
2016-01,DE,38,70,52,17.0,99
2016-02,DE,72,65,49,36.0,71
2016-03,DE,69,68,51,29.0,78
2016-04,DE,88,66,48,44.0,82
2016-05,DE,73,61,40,25.0,80
2016-06,DE,57,62,44,25.0,84
2016-07,DE,55,53,41,11.0,90
2016-08,DE,54,59,41,19.0,84
2016-09,DE,61,68,43,31.0,77
2016-10,DE,93,66,48,34.0,72
2016-11,DE,86,67,47,50.0,62
2016-12,DE,74,56,39,26.0,64
2017-01,DE,90,81,52,43.0,82
2017-02,DE,60,69,46,97.0,80
2017-03,DE,80,71,57,52.0,82
2017-04,DE,71,67,48,27.0,82
2017-05,DE,46,67,58,28.0,82
2017-06,DE,53,59,48,18.0,92
2017-07,DE,52,63,51,22.0,93
2017-08,DE,56,64,49,13.0,89
2017-09,DE,76,66,52,21.0,75
2017-10,DE,75,68,47,26.0,73
2017-11,DE,74,70,52,28.0,68
2017-12,DE,58,60,43,24.0,57
2018-01,DE,63,69,44,35.0,81
2018-02,DE,76,73,48,21.0,83
2018-03,DE,49,68,46,24.0,85
2018-04,DE,69,76,43,28.0,88
2018-05,DE,41,66,42,38.0,84
2018-06,DE,31,63,42,68.0,86
2018-07,DE,47,61,41,26.0,91
2018-08,DE,61,64,47,27.0,87
2018-09,DE,68,67,43,19.0,81
2018-10,DE,71,71,48,49.0,71
2018-11,DE,66,73,47,47.0,70
2018-12,DE,65,60,38,30.0,67
2019-01,DE,68,71,46,50.0,87
2019-02,DE,68,70,48,32.0,86
2019-03,DE,72,74,45,36.0,87
2019-04,DE,91,68,43,28.0,84
2019-05,DE,75,71,45,27.0,81
2019-06,DE,47,65,39,29.0,91
2019-07,DE,57,68,43,31.0,90
2019-08,DE,58,65,43,28.0,85
2019-09,DE,83,71,47,25.0,78
2019-10,DE,78,75,51,40.0,75
2019-11,DE,68,75,43,19.0,66
2019-12,DE,48,59,38,19.0,64
2020-01,DE,65,71,50,24.0,82
2020-02,DE,69,73,49,23.0,85
2020-03,DE,61,90,52,20.0,69
2020-04,DE,67,72,81,21.0,68
2020-05,DE,51,58,62,22.0,74
2020-06,DE,54,62,48,17.0,83
2020-07,DE,43,69,48,13.0,91
2020-08,DE,58,62,45,16.0,90
2020-09,DE,67,72,47,20.0,75
2020-10,DE,72,73,52,34.0,79
2020-11,DE,45,69,50,26.0,67
2020-12,DE,60,66,49,15.0,68
2021-01,DE,66,83,50,30.0,92
2021-02,DE,61,85,55,19.0,85
2021-03,DE,46,79,57,32.0,89
2021-04,DE,42,75,53,27.0,100
2021-05,DE,46,72,47,10.0,93
2021-06,DE,21,72,51,12.0,96
2021-07,DE,24,67,52,8.0,92
2021-08,DE,49,78,50,16.0,98
2021-09,DE,41,79,55,29.0,97
2021-10,DE,49,82,56,29.0,85
2021-11,DE,51,80,56,27.0,80
2021-12,DE,33,79,55,7.0,75
2022-01,DE,54,87,61,12.0,86
2022-02,DE,51,84,60,24.0,97
2022-03,DE,53,84,63,18.0,89
2022-04,DE,66,80,58,27.0,83
2022-05,DE,54,77,56,22.0,82
2022-06,DE,36,75,53,17.0,86
2022-07,DE,28,71,59,13.0,85
2022-08,DE,40,72,59,13.0,86
2022-09,DE,71,84,60,57.0,77
2022-10,DE,45,78,55,33.0,69
2022-11,DE,52,76,52,24.0,65
2022-12,DE,43,73,51,26.0,65
2023-01,DE,46,82,60,29.0,76
2023-02,DE,86,87,55,25.0,72
2023-03,DE,47,87,60,25.0,78
2023-04,DE,58,79,54,18.0,73
2023-05,DE,19,78,60,33.0,73
2023-06,DE,41,79,56,19.0,78
2023-07,DE,23,77,54,12.0,77
2023-08,DE,38,76,53,7.0,75
2023-09,DE,90,79,55,31.0,65
2023-10,DE,44,85,62,34.0,63
2023-11,DE,51,77,67,25.0,59
2023-12,DE,44,74,54,33.0,58
2024-01,DE,42,83,67,37.0,67
2024-02,DE,60,92,72,44.0,64
2024-03,DE,49,84,70,50.0,60
2024-04,DE,60,85,62,26.0,65
2024-05,DE,44,84,59,28.0,66
2024-06,DE,28,76,60,24.0,70
2024-07,DE,36,74,53,23.0,70
2024-08,DE,45,76,51,36.0,66
2024-09,DE,72,83,68,74.0,61
2024-10,DE,74,87,70,71.0,56
2024-11,DE,70,79,60,60.0,55
2024-12,DE,46,80,100,37.0,55
2025-01,DE,53,94,71,76.0,67
2025-02,DE,69,100,66,77.0,61
2025-03,DE,73,97,66,44.0,68
2025-04,DE,78,92,68,48.0,62
2025-05,DE,61,94,57,37.0,66
2015-01,FL,97,64,61,25.0,80
2015-02,FL,94,65,63,28.0,82
2015-03,FL,88,61,59,24.0,85
2015-04,FL,100,63,58,28.0,87
2015-05,FL,94,59,51,21.0,83
2015-06,FL,82,65,57,19.0,89
2015-07,FL,84,60,54,25.0,87
2015-08,FL,93,62,53,28.0,90
2015-09,FL,99,61,54,46.0,74
2015-10,FL,88,63,59,46.0,69
2015-11,FL,94,61,59,44.0,67
2015-12,FL,70,56,54,27.0,68
2016-01,FL,90,60,54,31.0,94
2016-02,FL,84,62,55,34.0,100
2016-03,FL,83,60,51,41.0,97
2016-04,FL,94,60,49,34.0,94
2016-05,FL,83,57,47,30.0,95
2016-06,FL,72,61,47,29.0,95
2016-07,FL,72,56,46,24.0,96
2016-08,FL,94,60,47,24.0,89
2016-09,FL,89,62,49,46.0,82
2016-10,FL,92,58,51,53.0,77
2016-11,FL,76,58,53,71.0,71
2016-12,FL,73,57,48,32.0,79
2017-01,FL,87,63,58,62.0,86
2017-02,FL,81,60,53,100.0,86
2017-03,FL,81,66,65,55.0,86
2017-04,FL,85,58,50,38.0,87
2017-05,FL,78,61,63,30.0,89
2017-06,FL,66,59,58,22.0,97
2017-07,FL,63,61,55,21.0,90
2017-08,FL,87,64,51,25.0,86
2017-09,FL,67,51,41,28.0,70
2017-10,FL,84,64,56,43.0,80
2017-11,FL,82,65,63,33.0,76
2017-12,FL,57,56,49,27.0,68
2018-01,FL,84,65,55,48.0,82
2018-02,FL,75,66,53,39.0,85
2018-03,FL,76,60,47,32.0,90
2018-04,FL,87,62,51,36.0,88
2018-05,FL,74,60,48,30.0,80
2018-06,FL,63,64,49,76.0,89
2018-07,FL,72,65,48,39.0,87
2018-08,FL,85,68,49,31.0,81
2018-09,FL,84,63,50,36.0,74
2018-10,FL,82,68,55,73.0,72
2018-11,FL,79,64,50,63.0,69
2018-12,FL,74,57,42,44.0,72
2019-01,FL,83,71,53,60.0,86
2019-02,FL,76,66,53,39.0,84
2019-03,FL,69,65,50,36.0,85
2019-04,FL,82,67,52,44.0,92
2019-05,FL,78,67,47,40.0,86
2019-06,FL,69,65,47,41.0,93
2019-07,FL,70,67,45,44.0,87
2019-08,FL,79,66,47,37.0,77
2019-09,FL,78,63,47,32.0,72
2019-10,FL,78,74,53,41.0,73
2019-11,FL,67,66,49,28.0,65
2019-12,FL,62,61,43,26.0,69
2020-01,FL,80,72,47,28.0,80
2020-02,FL,75,68,50,30.0,79
2020-03,FL,61,88,55,22.0,70
2020-04,FL,75,75,69,39.0,64
2020-05,FL,75,66,56,26.0,80
2020-06,FL,79,74,49,21.0,90
2020-07,FL,65,80,51,24.0,89
2020-08,FL,76,73,46,24.0,81
2020-09,FL,88,73,52,36.0,75
2020-10,FL,80,75,51,46.0,75
2020-11,FL,62,68,47,36.0,69
2020-12,FL,60,72,50,24.0,65
2021-01,FL,64,100,55,30.0,75
2021-02,FL,69,86,52,33.0,81
2021-03,FL,62,81,52,44.0,89
2021-04,FL,69,75,53,36.0,90
2021-05,FL,61,68,49,25.0,94
2021-06,FL,53,73,51,20.0,95
2021-07,FL,46,72,52,21.0,90
2021-08,FL,61,84,57,29.0,87
2021-09,FL,76,81,53,43.0,82
2021-10,FL,66,80,54,50.0,76
2021-11,FL,67,78,55,42.0,77
2021-12,FL,53,73,55,25.0,75
2022-01,FL,69,86,64,29.0,85
2022-02,FL,73,81,63,34.0,89
2022-03,FL,73,80,62,30.0,89
2022-04,FL,74,81,59,45.0,86
2022-05,FL,63,78,58,32.0,84
2022-06,FL,53,80,59,23.0,87
2022-07,FL,58,76,61,24.0,85
2022-08,FL,68,84,62,26.0,77
2022-09,FL,70,82,56,73.0,69
2022-10,FL,72,80,56,50.0,67
2022-11,FL,63,77,56,33.0,63
2022-12,FL,55,72,55,31.0,62
2023-01,FL,68,88,64,38.0,73
2023-02,FL,61,85,60,38.0,72
2023-03,FL,63,80,60,33.0,72
2023-04,FL,63,81,55,35.0,71
2023-05,FL,61,85,59,66.0,71
2023-06,FL,52,80,62,38.0,71
2023-07,FL,49,81,58,26.0,74
2023-08,FL,64,85,63,26.0,67
2023-09,FL,68,83,63,45.0,63
2023-10,FL,68,85,67,54.0,59
2023-11,FL,59,83,63,36.0,58
2023-12,FL,49,74,58,42.0,56
2024-01,FL,69,86,69,50.0,64
2024-02,FL,68,86,68,61.0,60
2024-03,FL,60,79,65,62.0,60
2024-04,FL,72,88,67,45.0,62
2024-05,FL,66,82,62,36.0,64
2024-06,FL,53,84,58,36.0,62
2024-07,FL,51,86,60,40.0,61
2024-08,FL,74,85,62,49.0,58
2024-09,FL,76,83,63,93.0,55
2024-10,FL,71,81,61,81.0,52
2024-11,FL,60,84,62,81.0,54
2024-12,FL,55,81,100,39.0,52
2025-01,FL,71,89,68,98.0,57
2025-02,FL,70,94,70,95.0,61
2025-03,FL,65,88,64,59.0,60
2025-04,FL,69,91,67,68.0,59
2025-05,FL,67,85,62,57.0,58
2015-01,GA,95,61,49,20.0,91
2015-02,GA,75,58,49,23.0,88
2015-03,GA,90,58,45,24.0,87
2015-04,GA,93,58,45,22.0,88
2015-05,GA,75,54,38,14.0,94
2015-06,GA,81,56,40,13.0,98
2015-07,GA,80,55,45,20.0,91
2015-08,GA,93,57,50,23.0,80
2015-09,GA,90,59,49,31.0,71
2015-10,GA,85,58,49,30.0,69
2015-11,GA,77,54,47,35.0,63
2015-12,GA,65,50,42,24.0,63
2016-01,GA,92,59,55,28.0,88
2016-02,GA,85,59,53,30.0,94
2016-03,GA,77,58,50,30.0,95
2016-04,GA,83,52,50,23.0,92
2016-05,GA,89,51,47,19.0,96
2016-06,GA,69,54,49,18.0,97
2016-07,GA,73,50,46,17.0,92
2016-08,GA,89,59,51,18.0,86
2016-09,GA,82,56,47,28.0,81
2016-10,GA,84,54,51,27.0,76
2016-11,GA,72,54,54,52.0,70
2016-12,GA,63,50,46,25.0,68
2017-01,GA,88,58,55,51.0,84
2017-02,GA,72,55,54,100.0,89
2017-03,GA,75,60,58,45.0,85
